ID,v,h
939,255,193.7673,23334.83654
940,255,128.5153,25594.37927
941,255,192.536,24117.91812
942,255,137.286,24409.92335
943,255,169.7743,25348.74655
944,255,166.364,25665.16616
945,255,117.274,25417.35732
946,255,70.3375,25378.71282
947,255,56.1118,24069.13289
948,255,53.3501,28201.1029
949,255,58.6202,11028.854
950,255,30.4667,10668.81857
951,255,94.6882,26618.84703
952,255,67.4826,23275.7329
953,255,50.8506,27568.61602
954,255,64.4435,32738.00936
955,255,28.1315,12099.12139
956,255,29.94,9518.300681
957,255,49.1914,9214.013453
958,255,88.5018,8423.233129
959,255,21.7441,8522.154413
960,255,23.9213,6434.730673
961,255,11.9568,5472.940405
962,255,12.2892,6588.258017
963,255,37.5643,17800.88934
964,255,50.7976,16373.27604
965,255,39.3684,10704.18912
966,255,50.288,11062.35692
967,255,98.4331,11576.79152
968,255,73.6927,10900.71266
969,255,107.4035,9265.604892
970,255,100.0433,7504.401932
971,255,15.5275,7001.849928
972,255,11.8799,6207.846273
973,255,12.7563,6467.54165
974,255,14.1158,7434.782234
975,255,15.0704,7454.523687
976,255,15.7543,7302.30579
977,255,14.3758,8377.16756
978,255,10.3302,11181.82227
979,255,14.8341,8244.21479
980,255,17.0835,9546.596257
981,255,16.2949,8315.605092
982,255,38.7953,21135.7777
983,255,112.0988,20875.44226
984,255,52.0673,9513.057397
985,255,40.6611,8692.87504
986,255,26.6987,8459.08005
987,255,27.8447,6766.098733
988,255,36.0023,6583.624949
989,255,20.5516,6911.369638
990,255,30.1471,6234.645216
991,255,27.3346,8074.506578
992,255,31.5895,8122.796664
993,255,24.999,7704.638181
994,255,28.8339,7825.112763
995,255,28.5443,9232.690539
996,255,20.6512,8577.013978
997,255,21.719,8618.703978
998,255,36.3425,16035.86114
999,255,33.9777,7247.946685
1000,255,52.0589,13448.39858
1001,255,54.1348,13617.58239
1002,255,54.4362,13370.69867
1003,255,55.5774,11556.01268
1004,255,46.4767,6816.992129
1005,255,33.2653,11947.79043
1006,255,28.2111,7445.282186
1007,255,24.2956,7632.346508
1008,255,24.7972,6937.538949
1009,255,42.6087,7051.624468
1010,255,27.8913,8086.379439
1011,255,28.5469,12770.99174
1012,255,45.2567,7754.600023
1013,255,36.7833,14711.57686
1014,255,38.5095,12965.27004
1015,255,33.4155,13686.37554
1016,255,30.6648,9743.96371
1017,255,31.8778,12533.33386
1018,255,34.0854,6571.817602
1019,255,26.0756,6584.576103
1020,255,24.2637,7646.523756
1021,255,29.5681,6328.706037
1022,255,33.8114,13830.6062
1023,255,30.6485,6782.824801
1024,255,30.8391,17457.96013
1025,255,53.2182,20191.40737
1026,255,37.0397,8349.080639
1027,255,39.9371,7776.500992
1028,255,49.2241,12086.42608
1029,255,44.6447,7457.7752
1030,255,50.3965,12071.04548
1031,255,50.6131,11615.50395
1032,255,48.2988,11520.15569
1033,255,34.2176,8005.639891
1034,255,34.729,7572.851747
1035,255,36.4336,10706.0499
1036,255,29.128,7667.790247
1037,255,35.5287,11985.61413
1038,255,45.1058,12446.87804
1039,255,45.8787,12579.89336
1040,255,41.8715,7191.143364
1041,255,41.0988,7348.68917
1042,255,31.8424,9363.826122
1043,255,40.1607,14332.00852
1044,255,33.2043,7786.718481
1045,255,43.1784,13825.17648
1046,255,38.5152,7703.721107
1047,255,30.8402,7238.468497
1048,255,37.0973,11980.92457
1049,255,39.4087,15940.68641
1050,255,37.1731,15660.03331
1051,255,41.26,14774.80749
1052,255,34.4974,13539.31488
1053,255,36.4757,11309.9168
1054,255,35.0176,7115.889374
1055,255,32.3915,11100.24402
1056,255,49.2343,13175.1682
1057,255,42.5673,11671.0511
1058,255,27.9554,12097.54674
1059,255,29.2235,23156.69647
1060,255,32.2513,11010.26109
1061,255,36.5867,12350.09873
1062,255,48.3667,9765.717682
1063,255,47.806,8571.692658
1064,255,34.2984,19361.84394
1065,255,44.5002,11580.68997
1066,255,40.0569,12119.23432
1067,255,39.7831,12443.23837
1068,255,30.3352,7326.441371
1069,255,32.4266,7490.766745
1070,255,50.2593,11546.27051
1071,255,54.647,11141.5245
1072,255,47.2502,13788.34107
1073,255,41.438,15765.99402
1074,255,43.6867,14633.78198
1075,255,38.7087,7428.988961
1076,255,43.5969,11585.56928
1077,255,53.0388,12296.37763
1078,255,50.9947,14684.65605
1079,255,42.5971,11915.38599
1080,255,41.184,13615.48724
1081,255,35.6408,12337.21967
1082,255,31.3141,6556.572518
1083,255,28.9763,7544.772768
1084,255,45.4411,13331.5045
1085,255,57.5996,12427.6852
1086,255,50.2029,12428.99284
1087,255,55.9626,12425.40483
1088,255,62.1155,7880.639905
1089,255,24.9282,7462.29815
1090,255,45.3397,7207.538012
1091,255,47.988,7851.647483
1092,255,67.3259,18095.4316
1093,255,44.6708,16388.76333
1094,255,46.0127,13642.95314
1095,255,41.2468,10875.0384
1096,255,42.4204,7934.651556
1097,255,29.14,11676.52666
1098,255,67.3892,12989.6998
1099,255,47.6114,10777.47373
1100,255,45.204,7433.754991
1101,255,26.9798,8224.591318
1102,255,40.3959,8526.752061
1103,255,54.8188,14633.97952
1104,255,50.4625,7141.180099
1105,255,45.4172,13272.45694
1106,255,46.1624,14149.9136
1107,255,46.0291,13666.70156
1108,255,59.0793,12116.1068
1109,255,43.9661,12024.61376
1110,255,45.6267,13895.36084
1111,255,37.0952,12177.53951
1112,255,51.3919,11827.02771
1113,255,48.3854,12869.58131
1114,255,44.5122,11974.14741
1115,255,39.9839,7701.244071
1116,255,48.5394,7637.137373
1117,255,78.1256,8120.863078
1118,255,33.1688,13459.53437
1119,255,38.8617,18776.81452
1120,255,58.4804,16249.30351
1121,255,78.2797,13274.71862
1122,255,63.8702,12691.22664
1123,255,57.7449,11823.54401
1124,255,59.7067,11809.98032
1125,255,57.4502,15053.65087
1126,255,86.6557,14475.30017
1127,255,114.3966,7183.971887
1128,255,45.3374,12728.83366
1129,255,54.846,14764.11664
1130,255,39.2327,8360.789729
1131,255,28.1316,8138.81232
1132,255,31.2565,8571.221368
1133,255,52.3804,8763.160064
1134,255,34.7276,9024.170598
1135,255,51.9376,17784.32636
1136,255,45.0569,12644.90712
1137,255,43.3156,11573.68838
1138,255,47.5426,13991.94425
1139,255,46.2643,11502.74962
1140,255,98.8471,11613.01643
1141,255,36.0758,16196.9972
1142,255,43.376,10040.29055
1143,255,38.1123,17309.05305
1144,255,35.6412,7389.926177
1145,255,23.9077,7041.459494
1146,255,31.478,7012.970249
1147,255,25.4889,6736.114475
1148,255,25.5374,7868.454443
1149,255,29.4796,9087.816968
1150,255,26.5328,10308.84755
1151,255,22.8803,8699.520358
1152,255,56.4307,23430.19709
1153,255,163.7908,13237.2033
1154,255,173.2557,13319.42882
1155,255,119.0466,20014.62548
1156,255,146.0885,22071.00527
1157,255,137.8947,19693.07849
1158,255,188.3785,18844.73602
1159,255,160.7677,19678.3374
1160,255,237.8193,21786.05911
1161,255,165.3041,21870.74806
1162,255,100.1645,23635.85386
1163,255,114.0451,25633.02524
1164,255,83.7587,24235.25854
1165,255,134.2796,26547.84715
1166,255,138.0538,26183.46907
1167,255,149.5707,27274.54937
1168,255,158.616,28706.55753
1169,255,149.4643,26005.98145
1170,255,221.8016,29188.58057
1171,255,71.0676,27477.88464
1172,255,56.8562,28303.91644
1173,255,77.4794,31134.62146
1174,255,79.3624,14236.05059
1175,255,82.737,11517.80639
1176,255,92.8593,12570.26145
1177,255,113.8335,18201.8076
1178,255,176.2006,22166.04853
1179,255,160.6342,17182.86027
1180,255,173.0413,17116.35471
1181,255,121.4798,16532.1618
1182,255,150.8631,18604.35619
1183,255,119.2297,19091.88041
1184,255,171.2656,18827.35739
1185,255,144.5731,18852.41285
1186,255,43.2373,20630.24433
1187,255,12.9964,19610.97918
1188,255,7.5813,21224.1883
1189,255,5.4237,22941.30033
1190,255,6.0003,22869.29285
1191,255,6.288,20436.77138
1192,255,6.128,20506.82926
1193,255,4.8655,20109.63478
1194,255,5.5695,20358.11776
1195,319,288.9019,10245.14038
1196,319,210.1641,9721.945844
1197,319,206.9685,9729.216332
1198,319,230.3564,10462.96351
1199,319,153.9089,6692.962214
1200,319,74.0636,12564.76495
1201,319,47.4692,8424.590659
1202,319,42.8365,8388.028928
1203,319,54.849,7555.22112
1204,319,62.6067,20598.29095
1205,319,79.4295,16396.61945
1206,319,90.4252,15806.61601
1207,319,72.266,13092.22853
1208,319,70.7034,13162.79593
1209,319,83.2576,13722.547
1210,319,74.404,17213.34037
1211,319,74.2578,12865.79252
1212,319,133.4417,19555.74042
1213,319,91.963,16016.27912
1214,319,62.4687,12872.03215
1215,319,62.3875,12990.9279
1216,319,73.425,12371.48696
1217,319,69.3731,12388.35314
1218,319,72.4537,11857.56193
1219,319,71.4778,11817.55764
1220,319,83.2687,12374.71094
1221,319,80.8727,11985.97339
1222,319,69.1484,10847.40706
1223,319,79.6387,11856.69942
1224,319,72.1302,11460.33729
1225,319,89.8559,11889.06399
1226,319,74.6933,12072.67307
1227,319,75.9446,11610.44725
1228,319,73.9857,11984.76974
1229,319,77.2756,11040.01199
1230,319,128.6556,11877.32806
1231,319,106.5761,11833.96062
1232,319,93.0643,11427.82936
1233,319,91.6005,11772.87499
1234,319,63.6228,8343.201184
1235,319,56.2941,8481.929284
1236,319,59.9015,10394.74101
1237,319,31.7884,9877.987662
1238,319,35.8135,12600.30445
1239,319,56.214,6158.058967
1240,319,44.5409,9484.055921
1241,319,28.6589,15392.83842
1242,319,46.7686,11725.41223
1243,319,42.3786,8119.327633
1244,319,49.6495,20032.94596
1245,319,50.9112,14328.48481
1246,319,61.9394,12078.66352
1247,319,69.8602,13243.20877
1248,319,54.7169,7208.057805
1249,319,55.9547,13078.24342
1250,319,53.6715,18201.46948
1251,319,65.0799,11884.23104
1252,319,51.3603,11211.98041
1253,319,74.3867,11071.68911
1254,319,76.1616,11641.72476
1255,319,49.6064,6955.444423
1256,319,62.3297,6946.220004
1257,319,71.632,7746.23544
1258,319,54.3209,8891.355974
1259,319,50.5977,8400.9227
1260,319,53.5051,10944.16219
1261,319,59.1104,12440.49876
1262,319,61.6424,12659.58299
1263,319,60.9283,14338.05679
1264,319,72.4111,11635.89086
1265,319,61.4443,20255.41508
1266,319,71.6437,12478.60258
1267,319,68.0916,21080.91201
1268,319,80.6538,18017.41012
1269,319,84.5219,14585.87906
1270,319,66.3543,8072.977286
1271,319,39.4519,7901.250646
1272,319,38.1445,6998.572254
1273,319,52.9976,10801.21066
1274,319,52.2823,7950.160949
1275,319,56.3098,10415.04804
1276,319,57.2447,10141.27478
1277,319,78.0248,7753.930588
1278,319,64.0455,13623.94713
1279,319,63.2117,12224.0607
1280,319,60.0878,11771.69185
1281,319,66.0511,11066.28408
1282,319,72.0683,10920.57257
1283,319,64.016,10572.87748
1284,319,66.9434,12245.73131
1285,319,59.2528,11791.50174
1286,319,58.4574,11011.80495
1287,319,72.7211,6916.83789
1288,319,93.3346,10404.31937
1289,319,85.4943,7528.699506
1290,319,64.4402,14832.04105
1291,319,80.8063,13129.45097
1292,319,65.5193,12188.51069
1293,319,76.1661,11486.55466
1294,319,55.7883,10794.63181
1295,319,71.3963,12103.58362
1296,319,110.8269,10424.85993
1297,319,96.1899,11119.30626
1298,319,99.6068,11011.9928
1299,319,115.2435,10550.95626
1300,319,102.1817,12639.3834
1301,319,78.0701,11966.49752
1302,319,90.8167,12412.28319
1303,319,98.4687,11107.48536
1304,319,69.6628,7198.349334
1305,319,59.1624,8743.747012
1306,319,66.1615,13493.84879
1307,319,66.5586,11958.71273
1308,319,78.7319,12518.94897
1309,319,82.5101,11309.19912
1310,319,84.4622,16951.26395
1311,319,65.4722,8444.963483
1312,319,72.9885,14847.22041
1313,319,55.8896,12250.60787
1314,319,72.8188,7131.010305
1315,319,50.6864,7081.692302
1316,319,78.5564,13413.33521
1317,319,55.6199,13696.05592
1318,319,87.0052,18945.94431
1319,319,80.7878,13379.99858
1320,319,81.7406,11044.63498
1321,319,72.4667,11688.28672
1322,319,60.9422,11183.71623
1323,319,89.7096,10916.78781
1324,319,74.1409,11378.1578
1325,319,80.018,10387.87416
1326,319,117.9543,11574.00429
1327,319,104.3306,10965.37845
1328,319,114.6799,11293.15336
1329,319,79.0831,11738.12037
1330,319,85.2947,12302.32699
1331,319,90.7358,14813.87863
1332,319,63.4471,12185.00855
1333,319,88.5253,11157.49022
1334,319,89.4688,9935.245225
1335,319,71.7257,12016.32144
1336,319,92.4673,17115.9285
1337,319,76.1448,13590.07285
1338,319,108.0257,12005.42028
1339,319,101.4386,11262.34884
1340,319,67.7388,12143.02565
1341,319,89.7893,12092.29017
1342,319,104.1211,12226.86787
1343,319,87.4944,11577.76586
1344,319,80.7145,11636.80527
1345,319,125.4774,11503.71601
1346,319,68.1406,11237.61538
1347,319,110.5297,10324.80311
1348,319,112.1905,10323.60516
1349,319,108.3586,12939.41008
1350,319,59.9881,11528.52959
1351,319,61.2747,11252.58783
1352,319,70.637,11807.37085
1353,319,80.2867,12214.82724
1354,319,108.2952,12834.07667
1355,319,54.2112,12693.05392
1356,319,75.1513,13686.86213
1357,319,58.6164,15497.87775
1358,319,52.2861,8419.22574
1359,319,58.8636,15958.18895
1360,319,57.2375,6899.628082
1361,319,48.3239,7573.5119
1362,319,57.2086,8097.984963
1363,319,56.1415,10686.94219
1364,319,49.4364,6096.763318
1365,319,47.1609,7827.59769
1366,319,48.7537,7031.627789
1367,319,51.3902,7268.627618
1368,319,62.2252,13016.68486
1369,319,64.4984,15608.83758
1370,319,59.5768,11393.43241
1371,319,52.0509,11870.33999
1372,319,56.1047,13232.60688
1373,319,53.2485,14084.42692
1374,319,47.965,8581.323035
1375,319,44.2351,7406.021998
1376,319,52.8691,7988.307199
1377,319,45.225,8146.869506
1378,319,47.014,11316.33334
1379,319,55.7141,12273.78478
1380,319,80.1137,11828.83659
1381,319,79.8827,13983.17555
1382,319,71.9312,13329.25043
1383,319,60.5029,12277.76621
1384,319,52.9712,12348.32992
1385,319,54.8821,14364.23873
1386,319,54.0042,13016.21593
1387,319,55.7018,8982.669214
1388,319,61.2937,6530.797343
1389,319,57.1468,13196.67183
1390,319,58.0907,13792.62823
1391,319,44.9119,6954.942049
1392,319,52.8154,6649.912245
1393,319,51.7573,10782.65148
1394,319,55.9496,11146.54358
1395,319,69.2124,7715.655289
1396,319,57.447,12629.18803
1397,319,49.8227,10908.53273
1398,319,57.7211,13128.35233
1399,319,48.711,13856.54891
1400,319,64.2001,15751.1559
1401,319,55.9707,16689.80492
1402,319,37.0461,8208.553962
1403,319,67.5317,12440.42889
1404,319,57.9666,16890.94496
1405,319,60.4348,7994.551194
1406,319,50.3313,9425.386031
1407,319,50.0677,10909.12054
1408,319,48.5342,14810.2611
1409,319,54.1419,12954.57181
1410,319,51.6572,11115.08372
1411,319,46.4568,11453.24622
1412,319,47.6558,11221.08452
1413,319,44.4762,6771.306209
1414,319,56.3081,15577.35034
1415,319,55.3228,6626.013844
1416,319,63.9467,7334.375681
1417,319,59.7085,11944.37399
1418,319,55.5351,7379.475975
1419,319,47.4572,7902.021835
1420,319,54.7387,6846.33709
1421,319,52.0886,7456.647186
1422,319,49.4257,10521.75181
1423,319,48.1891,10526.02552
1424,319,55.7636,13229.86925
1425,319,43.8293,12377.89632
1426,319,45.7662,7656.085088
1427,319,49.0632,8300.794701
1428,319,54.8226,10848.69083
1429,319,43.2209,10351.82154
1430,319,44.3727,7340.914265
1431,319,53.3887,7573.704201
1432,319,72.5393,16122.18829
1433,319,55.1603,7485.527821
1434,319,54.2475,7148.523243
1435,319,54.3515,11611.7095
1436,319,85.9117,21837.29313
1437,319,135.9701,15878.62181
1438,319,127.134,15831.7619
1439,319,51.4296,15781.12658
1440,319,42.4471,11650.66234
1441,319,43.0936,11085.65186
1442,319,33.7422,7199.555783
1443,319,46.1562,7851.739578
1444,319,45.9192,7213.32777
1445,319,29.3918,8699.159077
1446,319,31.6695,10463.83253
1447,319,89.9038,16503.02277
1448,319,70.4992,8893.276462
1449,319,44.3874,12519.21963
1450,319,50.4149,12562.53906
1451,319,65.5052,12450.01236
1452,319,102.1093,10747.76356
1453,319,93.6357,10461.70535
1454,319,69.97,7151.682201
1455,319,60.8806,11258.12352
1456,319,49.5886,17943.17977
1457,319,47.8416,22246.24038
1458,319,50.5936,10688.52279
1459,319,37.7411,6836.053779
1460,319,67.5617,7790.424377
1461,319,84.8255,16771.12928
1462,319,97.7878,12744.19922
1463,319,96.3081,12916.17965
1464,319,135.4017,11475.55539
1465,319,90.7206,13912.21214
1466,319,120.4331,10665.89145
1467,319,123.428,10316.93386
1468,319,105.7216,9989.222618
1469,319,59.1824,10770.15361
1470,319,87.058,10165.03101
1471,319,80.6698,12955.4565
1472,319,129.1126,10828.3295
1473,319,133.9786,10767.80032
1474,319,158.9895,11524.93145
1475,319,82.5267,10573.75931
1476,319,61.598,7643.509465
1477,319,91.0475,12519.22959
1478,319,92.6319,12158.58168
1479,319,98.4147,13365.04155
1480,319,101.541,12855.5096
1481,319,148.6935,11332.19636
1482,319,213.9657,11451.55823
1483,319,216.3464,10644.96005
1484,319,101.0028,12375.57945
1485,319,128.5215,13922.39533
1486,319,126.861,15064.97343
1487,319,116.2072,9815.591707
1488,319,74.106,11221.97989
1489,319,167.8697,17856.13971
1490,319,144.6573,12329.96162
1491,319,99.3279,12411.53853
1492,319,85.5847,12014.88969
1493,319,102.5267,12021.79369
1494,319,184.1313,11150.37875
1495,319,137.4654,12303.35708
1496,319,107.3139,12982.1275
1497,319,108.8682,11220.38913
1498,319,171.3491,12015.29098
1499,319,170.5592,10579.52115
1500,319,178.384,12494.65292
1501,319,133.8532,11863.25832
1502,319,145.7087,11995.51054
1503,319,89.8971,11602.79475
1504,319,163.9762,11778.73255
1505,319,162.867,12489.70566
1506,319,107.6001,12238.62537
1507,319,56.9739,11084.55296
1508,319,61.0449,10674.11628
1509,319,64.5539,11563.42927
1510,319,56.9956,13619.31369
1511,319,140.2763,12731.19597
1512,319,63.512,8066.223096
1513,319,49.6681,6838.42514
1514,319,39.2961,6936.054123
1515,319,47.9999,7092.111696
1516,319,48.7218,7035.903065
1517,319,44.8112,12220.38176
1518,319,47.9426,7408.46826
1519,319,39.8144,7506.551584
1520,319,60.9937,13665.64733
1521,319,113.8255,12894.7324
1522,319,129.8574,11744.06247
1523,319,194.3612,12404.15406
1524,319,213.0316,10720.38941
1525,319,165.6202,9698.450256
1526,319,74.1155,9394.564063
1527,319,58.856,11313.30558
1528,319,61.2822,11670.29608
1529,319,79.1045,10553.47958
1530,319,76.278,11316.35032
1531,319,78.8217,12257.82803
1532,319,90.6725,7604.10907
1533,319,107.1962,12501.30293
1534,319,288.705,11299.5296
1535,319,607.0443,7551.924131
1536,319,217.8623,8376.995484
1537,319,320.0491,8880.837594
1538,319,279.666,9224.135229
1539,319,198.5936,8095.868703
1540,319,81.2362,6861.931421
1541,319,72.4676,9700.936525
1542,319,90.9843,10385.34643
1543,319,133.5492,11761.8789
1544,319,60.5949,7781.546743
1545,319,71.9489,12360.06606
1546,319,71.9129,12192.05113
1547,319,118.235,12971.65079
1548,319,115.9093,14375.78314
1549,319,77.4642,15963.14967
1550,319,85.1443,17973.23874
1551,319,86.0233,19362.79607
1552,319,81.0763,21181.9866
1553,319,84.158,25844.91396
1554,319,118.2169,23444.34375
1555,319,96.6801,20516.22592
1556,319,125.1254,17759.7179
1557,319,140.9088,14997.44701
1558,319,125.3047,12456.90606
1559,319,95.5561,13796.65342
1560,319,98.6412,11822.62827
1561,319,373.8371,12176.4459
1562,319,301.3732,9902.231234
1563,319,283.844,14658.41849
1564,319,264.2962,14341.21063
1565,319,247.6785,15089.41056
1566,319,202.9432,15521.92617
1567,319,159.1723,14819.69219
1568,320,53.3356,21589.29388
1569,320,39.7922,8121.855393
1570,320,29.4914,13665.12415
1571,320,29.9923,7699.399067
1572,320,35.7811,8044.647562
1573,320,33.6505,5798.245451
1574,320,43.1781,6540.8033
1575,320,30.9504,7401.621643
1576,320,27.453,19576.91558
1577,320,27.5599,10553.92487
1578,320,63.1797,8099.546646
1579,320,69.8396,21332.78578
1580,320,45.5256,9303.915817
1581,320,37.1419,8983.939362
1582,320,39.9421,10004.11246
1583,320,46.0665,13676.19441
1584,320,36.1035,5852.368798
1585,320,47.9928,14704.25685
1586,320,45.2519,6924.191758
1587,320,25.3891,5083.350235
1588,320,25.8107,6735.879639
1589,320,36.945,16743.91881
1590,320,51.089,13960.60781
1591,320,37.7028,10988.61481
1592,320,63.6075,15483.83103
1593,320,86.4778,12922.57488
1594,320,41.3738,6830.752333
1595,320,37.4577,15354.1402
1596,320,37.9477,8557.125168
1597,320,31.4364,9387.869699
1598,320,25.2658,5934.126241
1599,320,51.0011,9216.390677
1600,320,36.1824,8276.393024
1601,320,29.2781,8003.921946
1602,320,24.7506,12665.79514
1603,320,34.2408,18889.3042
1604,320,28.6431,7474.16336
1605,320,26.4072,6560.18191
1606,320,25.3886,6501.95313
1607,320,21.0114,22146.5983
1608,320,41.462,18072.90259
1609,320,53.3921,12605.63253
1610,320,69.808,16679.39613
1611,320,84.9538,19464.89118
1612,320,68.2349,8804.537539
1613,320,79.8943,23291.2352
1614,320,63.4837,13665.16973
1615,320,91.7241,14158.02229
1616,320,80.3247,11546.19752
1617,320,47.8667,12319.30618
1618,320,108.6243,12569.6989
1619,320,103.4459,14481.57149
1620,320,47.33,10053.94905
1621,320,38.4268,5875.708967
1622,320,59.5039,9446.322482
1623,320,38.5891,6666.011787
1624,320,41.5726,7715.669577
1625,320,94.1394,11938.6404
1626,320,97.1289,11783.09223
1627,320,37.2083,7701.199677
1628,320,57.3895,19046.09622
1629,320,124.872,17244.3371
1630,320,116.6419,15304.92984
1631,320,89.826,7786.005409
1632,320,19.6921,6799.759747
1633,320,99.5517,13083.86571
1634,320,167.3678,14133.13423
1635,320,102.2565,12896.24932
1636,320,196.6714,14452.14942
1637,320,140.34,8098.069686
1638,320,82.7412,10086.57594
1639,320,228.0962,12006.34401
1640,320,105.7229,23919.30818
1641,320,105.3239,10486.46212
1642,320,99.7396,21127.89374
1643,320,93.2263,12864.4046
1644,320,138.1154,11475.58448
1645,320,113.2479,11616.53303
1646,320,86.9541,12076.74011
1647,320,63.9302,13666.71374
1648,320,59.8234,14371.19535
1649,320,60.9825,13588.14182
1650,320,56.0912,12381.73736
1651,320,94.7981,11371.18945
1652,320,64.947,11657.5048
1653,320,74.8809,11338.49376
1654,320,56.6912,12704.97604
1655,320,50.561,15633.63767
1656,320,69.2987,13336.83244
1657,320,49.9712,9485.794849
1658,320,48.1319,19332.36222
1659,320,261.4512,11234.34215
1660,320,172.5872,7970.59155
1661,320,23.1655,6709.223136
1662,320,33.226,7693.424981
1663,320,63.7616,20609.00957
1664,320,77.335,17360.69568
1665,320,85.851,18109.28101
1666,320,114.0525,17201.41421
1667,320,85.9538,17312.1108
1668,320,128.1754,16640.66588
1669,320,131.9518,16615.3841
1670,320,102.7311,17190.69701
1671,320,118.2414,17898.74057
1672,320,76.3087,18555.15832
1673,320,17.1128,6561.022386
1674,320,17.126,11412.78105
1675,320,14.7971,41095.75439
1676,320,8.309,18416.37227
1677,320,12.7223,11401.83697
1678,320,41.9302,13498.53408
1679,320,76.07,9030.457989
1680,320,44.6663,10873.4963
1681,320,50.6683,11962.56681
1682,320,35.9148,16569.42552
1683,320,25.0867,13169.26864
1684,320,25.5623,8177.848297
1685,320,24.2513,7728.960644
1686,320,23.5185,9654.293455
1687,320,22.0978,13922.9128
1688,320,24.7968,13257.99395
1689,320,23.0119,13415.49174
1690,320,23.2681,11759.42621
1691,320,24.647,7410.110836
1692,320,21.6863,7368.619525
1693,320,19.3024,7918.186786
1694,320,20.4099,13941.7907
1695,320,25.5757,8328.150874
1696,320,58.2872,10908.50688
1697,320,40.0361,8267.465344
1698,320,51.0724,7438.545131
1699,320,32.1161,18572.10044
1700,320,87.1148,19268.35551
1701,320,37.6312,17518.52599
1702,320,54.6886,10369.70677
1703,320,35.3496,7355.908716
1704,320,59.6397,8049.362974
1705,320,103.5959,21211.8896
1706,320,87.674,9645.849806
1707,320,36.4987,50332.03887
1708,320,24.8779,20670.12004
1709,320,23.962,21912.64431
1710,320,19.631,21460.4346
1711,320,23.2006,12670.72176
1712,320,23.914,11022.3866
1713,320,30.4852,8041.852254
1714,320,22.7591,8064.942258
1715,320,25.5162,9876.365573
1716,320,26.3546,14914.55217
1717,320,32.0783,14615.91645
1718,320,24.9686,15009.93433
1719,320,28.1719,9848.547417
1720,320,26.8503,7356.470604
1721,320,34.3052,7829.991088
1722,320,38.6212,6851.051997
1723,320,39.2071,11948.87921
1724,320,38.037,12969.50325
1725,320,33.1376,12763.86563
1726,320,38.7819,11665.55102
1727,320,49.2346,10471.63783
1728,320,33.2275,11219.18559
1729,320,35.6524,14161.08982
1730,320,33.2958,7129.809037
1731,320,36.0553,10942.6282
1732,320,38.5851,11262.2622
1733,320,34.179,12141.61188
1734,320,39.1456,10308.12293
1735,320,40.2117,24274.00252
1736,320,41.097,20076.38994
1737,320,41.2566,7491.64839
1738,320,34.3614,8293.846298
1739,320,36.139,7276.867875
1740,320,31.8421,11829.90711
1741,320,31.8108,14005.61658
1742,320,28.0789,16146.92673
1743,320,29.5679,14719.31105
1744,320,30.0977,7447.477312
1745,320,33.2118,6800.27647
1746,320,29.4245,6740.480671
1747,320,29.3107,8401.947974
1748,320,31.4727,10802.54884
1749,320,33.9756,11970.14581
1750,320,31.629,8472.830338
1751,320,34.2998,7123.185778
1752,320,29.276,6469.595386
1753,320,29.1512,6460.18389
1754,320,28.2385,7627.707656
1755,320,29.6011,7748.199372
1756,320,31.8694,7842.770942
1757,320,37.1182,7991.987368
1758,320,33.5764,7444.165203
1759,320,35.8167,7295.53866
1760,320,32.4155,7221.870576
1761,320,30.5436,7335.430548
1762,320,27.9378,7146.782535
1763,320,29.9583,7919.990632
1764,320,42.0037,12367.57987
1765,320,43.8453,13170.96777
1766,320,58.296,13784.72498
1767,320,36.0537,13941.47223
1768,320,33.365,7261.481916
1769,320,30.8079,10349.21485
1770,320,27.4323,16058.31389
1771,320,27.2243,12826.53075
1772,320,28.6564,16511.7606
1773,320,24.5805,13426.70239
1774,320,34.7505,6941.307841
1775,320,42.3538,6841.652469
1776,320,35.0966,7969.304064
1777,320,47.9066,7653.569806
1778,320,31.0519,11383.78796
1779,320,52.1273,20980.68968
1780,320,56.5139,19011.27471
1781,320,36.0131,9389.826627
1782,320,36.9153,7470.159024
1783,320,35.7582,11586.54203
1784,320,43.2866,8791.665398
1785,320,46.947,6926.907534
1786,320,51.3696,7047.030838
1787,320,68.6422,11094.91362
1788,320,46.4388,6946.675804
1789,320,55.1077,7019.646919
1790,320,43.8085,7374.868976
1791,320,66.4299,7593.237005
1792,320,39.0428,12113.74173
1793,320,51.1164,11951.90331
1794,320,47.502,11890.78301
1795,320,53.5171,7072.760359
1796,320,43.8705,6873.501725
1797,320,42.5305,8048.39045
1798,320,54.055,7309.76905
1799,320,37.998,7992.422871
1800,320,29.4798,8954.823851
1801,320,32.7408,11410.63364
1802,320,41.6198,8208.008561
1803,320,58.0546,9185.545725
1804,320,40.5466,8594.556309
1805,320,55.3305,10239.62318
1806,320,47.3928,7431.085621
1807,320,52.6889,8340.927784
1808,320,54.9848,7842.15818
1809,320,63.6669,14352.19535
1810,320,50.9783,13940.42217
1811,320,71.434,7683.025435
1812,320,40.1225,11437.32488
1813,320,55.9371,7657.178784
1814,320,27.2784,6648.544253
1815,320,40.6219,8280.48186
1816,320,42.6432,7553.147967
1817,320,32.2644,7733.330181
1818,320,57.3586,6782.070316
1819,320,42.1768,7310.849799
1820,320,47.2112,8634.240933
1821,320,57.1595,7257.228693
1822,320,69.2481,11615.41461
