ID,v,h
672,216,21.4995,8766.213998
673,216,24.5186,7201.663515
674,216,78.654,15530.92532
675,216,69.7328,12399.74442
676,216,67.448,11456.93197
677,216,55.2994,10402.47309
678,216,51.2841,12543.78844
679,216,69.0139,11225.4279
680,216,68.919,11433.94632
681,216,75.9651,12567.94676
682,216,42.0053,7640.317122
683,216,53.1478,10884.08091
684,216,76.2413,12746.22685
685,216,104.3667,10251.01131
686,216,96.4504,8425.822221
687,216,71.7445,7702.004983
688,216,38.9292,6960.324682
689,216,46.4814,7277.468701
690,245,38.9165,6172.013753
691,245,35.3972,6372.805844
692,245,38.5607,11600.00889
693,245,51.4098,6905.34279
694,245,41.2314,7193.933356
695,245,50.7322,11272.06728
696,245,76.3599,6714.035785
697,245,73.5236,7591.153954
698,245,64.4068,7187.819157
699,245,110.082,8943.129586
700,245,44.3337,8242.562893
701,245,26.5899,5686.898084
702,245,22.0601,4564.772414
703,245,25.9186,6711.470515
704,245,32.0184,6768.701588
705,245,45.3266,6774.407166
706,245,31.1223,6490.832731
707,245,132.7683,12243.53229
708,245,162.9554,11242.15842
709,245,140.1962,12007.38933
710,245,185.8094,13420.1154
711,245,138.8714,24033.67208
712,245,123.517,8103.285898
713,245,25.5002,9206.39409
714,245,49.0165,9274.678066
715,245,55.3291,18919.3198
716,245,45.441,9051.372354
717,245,43.924,8037.59425
718,245,30.8557,10511.42142
719,245,31.2573,9183.088569
720,245,23.9614,8106.850854
721,245,40.0042,12264.88343
722,245,22.572,13454.48502
723,245,26.6062,10038.73117
724,245,18.5463,8416.783469
725,245,19.5163,5916.199074
726,245,18.1277,6470.862129
727,245,18.4196,7490.644726
728,245,20.9079,8144.01508
729,245,27.5128,6345.43079
730,245,36.7929,5642.086833
731,250,23.4964,10407.37277
732,250,27.9597,8691.755227
733,250,52.9076,16732.75823
734,250,69.3737,21341.08487
735,250,55.3732,8930.201666
736,250,23.469,8347.149358
737,250,15.1109,6769.234954
738,250,17.0853,7958.766241
739,250,20.6767,8048.291625
740,250,40.0532,9537.266811
741,250,21.1104,9877.654479
742,250,22.516,8332.88841
743,250,20.0672,7425.448851
744,250,18.7259,7133.215385
745,250,19.1408,7407.156012
746,250,20.5814,12176.91365
747,250,17.6674,12995.7114
748,250,14.1996,13538.87556
749,250,49.5454,7962.610289
750,250,28.8014,8124.863139
751,250,17.2357,9399.272785
752,250,118.7648,18374.81729
753,250,45.0971,21355.02978
754,250,143.2007,20864.69888
755,250,95.4323,8310.189227
756,250,85.3379,19619.56868
757,250,43.5812,8952.813669
758,250,31.059,9967.784848
759,250,33.6109,7616.611376
760,250,43.4208,6932.879955
761,250,45.8153,7204.716124
762,250,45.202,8618.792399
763,250,38.3134,8543.817156
764,250,32.925,7427.327539
765,250,39.9338,7556.609536
766,250,28.027,6558.351694
767,250,28.9433,6796.433693
768,250,25.2037,5925.652241
769,250,21.4605,6281.468898
770,250,26.9137,6564.093325
771,250,25.7555,6432.398879
772,250,24.3065,6553.4596
773,250,21.736,6563.993196
774,250,29.4457,6601.437529
775,250,21.8229,7678.864554
776,250,22.741,6516.191679
777,250,33.2141,7820.110051
778,250,34.1092,8305.094514
779,250,41.5,6836.461598
780,250,34.7909,6823.188249
781,250,48.8957,14882.19016
782,250,54.7879,7695.225382
783,250,39.5533,6985.267084
784,250,27.2369,7529.172891
785,250,31.1084,9200.823633
786,250,27.2878,9559.657231
787,250,24.9621,8832.92194
788,250,26.897,8922.563493
789,250,27.5186,7283.03109
790,250,33.4568,5797.201358
791,250,31.8347,6268.172154
792,250,38.7111,7033.224254
793,250,38.9598,7078.262324
794,250,46.7795,7006.408952
795,250,42.183,6398.597655
796,250,61.9703,7400.653667
797,250,110.4941,10824.91416
798,250,54.4041,6478.626981
799,250,40.2003,6461.336648
800,250,38.8088,6747.586266
801,250,41.3635,5937.467894
802,250,37.7682,5794.878126
803,250,33.4178,5933.592897
804,250,43.3148,6346.670051
805,250,44.0561,7004.426641
806,250,45.0413,7171.987831
807,250,35.7631,6889.134265
808,250,47.543,10593.09606
809,250,40.6943,10553.29116
810,250,51.804,11206.62487
811,250,32.6104,7186.429142
812,250,31.0089,6548.299835
813,250,20.8355,7849.31525
814,250,24.0784,9042.399342
815,250,27.7725,8048.873711
816,250,32.026,6732.222437
817,250,34.4704,7121.967031
818,250,35.0873,7212.676194
819,250,44.0979,6680.640517
820,250,32.2963,6964.820585
821,250,37.8943,7020.920745
822,250,49.1863,6826.153948
823,250,41.3219,6748.309291
824,250,45.3343,6917.46418
825,250,35.5112,6593.844579
826,250,24.661,6373.230415
827,250,31.6859,6751.670873
828,250,26.2456,7377.377989
829,250,22.6575,6751.311419
830,250,27.786,6320.703318
831,250,27.4213,5835.013462
832,250,29.029,6472.732054
833,250,26.6256,7192.169243
834,250,23.87,7766.167848
835,250,32.4477,9681.58405
836,250,38.6562,7293.637647
837,250,40.6027,7847.129797
838,250,40.9285,12243.60533
839,250,35.7242,7163.018131
840,250,35.2997,7543.604552
841,250,38.612,6312.832977
842,250,39.9056,7491.581672
843,250,30.6717,8266.455357
844,250,32.5573,7814.993747
845,250,167.0605,14957.81206
846,250,103.4611,13581.73502
847,250,124.5645,16269.61752
848,250,100.8818,8381.096261
849,250,33.4168,6500.189118
850,250,144.1562,17152.66797
851,251,58.2955,11825.04481
852,251,26.4757,9041.33721
853,251,29.0792,6632.723925
854,251,28.5006,6883.889497
855,251,28.0191,7311.828755
856,251,47.9304,6335.601008
857,251,55.8984,12418.63191
858,251,65.5576,6556.271894
859,251,64.4552,8232.015108
860,251,81.8889,6813.39431
861,251,82.9189,6882.241771
862,251,63.6416,9926.654007
863,251,52.1565,6884.51637
864,251,105.0539,9241.040247
865,251,68.8762,8676.023844
866,251,70.6249,8440.753089
867,251,54.871,7530.680386
868,251,56.4682,12102.54783
869,251,65.1325,13392.40505
870,251,86.8341,11261.20422
871,251,116.1099,10772.48363
872,251,75.7063,10833.61548
873,251,49.4702,7677.815259
874,251,33.578,7787.140524
875,251,70.0065,17855.61091
876,251,142.7568,14071.45661
877,251,128.6885,13994.18806
878,251,104.537,10843.14983
879,251,79.8522,10766.09138
880,251,84.8613,11022.69151
881,251,114.7963,11839.5177
882,251,83.8407,15832.91756
883,251,51.5514,16752.1367
884,251,63.0701,12084.74224
885,251,115.6903,12589.4106
886,251,110.5965,11578.63682
887,251,62.421,10977.40347
888,251,80.8033,20540.15827
889,251,55.7772,19572.9436
890,251,56.3823,17748.73254
891,251,90.7742,17490.68215
892,251,98.2919,16005.92403
893,251,81.8565,16021.76465
894,251,59.3855,16654.41132
895,255,25.2007,7884.618668
896,255,31.0785,17559.37534
897,255,48.7527,18808.53167
898,255,88.0641,24568.26498
899,255,83.7889,26659.62903
900,255,22.7003,9821.227773
901,255,63.0606,15072.27818
902,255,63.798,13779.86746
903,255,108.0953,18202.08873
904,255,23.3811,8109.378588
905,255,26.046,18872.47358
906,255,39.6293,13930.21613
907,255,50.8429,8617.557591
908,255,37.6385,14779.46047
909,255,58.6551,13628.51318
910,255,62.0406,7327.287757
911,255,87.0874,11853.10164
912,255,82.8952,11556.0989
913,255,86.613,10677.3516
914,255,84.8013,11194.95579
915,255,110.3537,10592.53366
916,255,50.1814,11019.18757
917,255,102.5161,11861.91286
918,255,60.7234,11018.4977
919,255,60.9829,10867.1018
920,255,68.202,10577.52331
921,255,78.1924,7320.622536
922,255,72.656,13679.186
923,255,72.9896,16644.77143
924,255,60.4194,13672.58378
925,255,73.5305,12091.64011
926,255,71.5909,12161.45951
927,255,84.4496,11549.30556
928,255,96.1971,12023.73255
929,255,79.3298,6957.279858
930,255,59.5123,7354.519894
931,255,59.198,6968.862825
932,255,112.8001,14142.50774
933,255,60.1008,13072.829
934,255,48.0854,16873.59453
935,255,54.2489,21826.08153
936,255,118.8946,22241.35754
937,255,129.7104,21791.28797
938,255,204.7292,22976.88313
